States,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,,Proportion of moderate to hazardous days,,States,Average proportion per state
Wisconsin,La Crosse,2022,365,271,94,0,0,0,0,Wisconsin,0.26,,,
Wisconsin,Manitowoc,2022,198,167,25,4,2,0,0,Wisconsin,0.16,,,
Wisconsin,Marathon,2022,205,197,8,0,0,0,0,Wisconsin,0.04,,,
Wisconsin,Milwaukee,2022,365,192,167,6,0,0,0,Wisconsin,0.47,,,
Wisconsin,Monroe,2022,364,295,68,1,0,0,0,Wisconsin,0.19,,,
Wisconsin,Outagamie,2022,365,241,123,1,0,0,0,Wisconsin,0.34,,,
Wisconsin,Ozaukee,2022,307,228,74,4,1,0,0,Wisconsin,0.26,,,
Wisconsin,Racine,2022,202,165,34,2,1,0,0,Wisconsin,0.18,,,
Wisconsin,Rock,2022,202,184,18,0,0,0,0,Wisconsin,0.09,,,
Wisconsin,Sauk,2022,360,265,95,0,0,0,0,Wisconsin,0.26,,,
Wisconsin,Sheboygan,2022,203,172,24,6,1,0,0,Wisconsin,0.15,,,
Wisconsin,Taylor,2022,365,310,55,0,0,0,0,Wisconsin,0.15,,,
Wisconsin,Vilas,2022,363,329,34,0,0,0,0,Wisconsin,0.09,,,
Wisconsin,Walworth,2022,200,181,16,3,0,0,0,Wisconsin,0.10,,,
Wisconsin,Waukesha,2022,363,215,144,4,0,0,0,Wisconsin,0.41,,,
Wyoming,Albany,2022,365,225,136,2,2,0,0,Wyoming,0.38,,,
Wyoming,Big Horn,2022,362,356,6,0,0,0,0,Wyoming,0.02,,,
Wyoming,Campbell,2022,365,210,146,7,1,0,1,Wyoming,0.42,,,
Wyoming,Carbon,2022,361,361,0,0,0,0,0,Wyoming,0.00,,,
Wyoming,Converse,2022,365,314,51,0,0,0,0,Wyoming,0.14,,,
Wyoming,Fremont,2022,365,254,111,0,0,0,0,Wyoming,0.30,,,
Wyoming,Johnson,2022,365,350,14,1,0,0,0,Wyoming,0.04,,,
Wyoming,Laramie,2022,363,297,66,0,0,0,0,Wyoming,0.18,,,
Wyoming,Lincoln,2022,365,321,43,1,0,0,0,Wyoming,0.12,,,
Wyoming,Natrona,2022,365,317,48,0,0,0,0,Wyoming,0.13,,,
Wyoming,Park,2022,344,314,30,0,0,0,0,Wyoming,0.09,,,
Wyoming,Platte,2022,355,311,29,8,3,0,4,Wyoming,0.12,,,
Wyoming,Sheridan,2022,365,270,95,0,0,0,0,Wyoming,0.26,,,
Wyoming,Sublette,2022,365,301,63,1,0,0,0,Wyoming,0.18,,,
Wyoming,Sweetwater,2022,365,285,78,1,1,0,0,Wyoming,0.22,,,
Wyoming,Teton,2022,365,332,33,0,0,0,0,Wyoming,0.09,,,
Wyoming,Uinta,2022,365,363,2,0,0,0,0,Wyoming,0.01,,,
Wyoming,Weston,2022,363,344,19,0,0,0,0,Wyoming,0.05,,,
